master_id,main_release,artist_names,artist_ids,title,year,genres,styles
1420465,12500887,['Iversen (3)'],[6693170],La Favière,2018,['Electronic'],['Synthwave']
1833750,16065120,['Smarts (3)'],[8102164],"Who Needs Smarts, Anyway?",2020,['Rock'],"['Punk', 'Alternative Rock', 'New Wave']"
772426,1897147,['P.F. Sloan'],[639495],Halloween Mary,1965,"['Rock', 'Folk, World, & Country']",['Folk Rock']
836021,7011098,['Cousin Silas'],[16812],Dronescape 026,2015,['Electronic'],"['Ambient', 'Drone']"
1383371,6092454,['J.W. Everitt'],[3206070],In The Moment,1992,"['Pop', 'Folk, World, & Country']",[]
1589128,4338835,['Bob Luman'],[376949],Let Me Make The Bright Lights Shine For You,1974,"['Folk, World, & Country']",['Country']
490737,3879059,['Jim Gaffigan'],[497390],Mr. Universe,2012,['Non-Music'],['Comedy']
1523617,12666057,['Magic (2)'],[173377],Ice On My Wrist,1999,['Hip Hop'],[]
520770,2377581,['David McNeil'],[717852],David McNeil,1972,"['Jazz', 'Rock', 'Pop']",['Chanson']
1146943,9146855,['Jon Gibson'],[82551],Soulful Hymns,2002,['Funk / Soul'],[]
551753,1182531,['Various'],[194],Music Me All Over,1996,['Rock'],['Indie Rock']
3387430,5857450,['Colinda (2)'],[480049],Ik Wil Wel Meer Van Jou,1988,['Pop'],"['Vocal', 'Schlager']"
2330908,20500774,['The Byrds'],[215471],Sing Dylan,1970,"['Folk, World, & Country']",[]
1467258,12917994,['Cris Luna'],[6321948],Maëlstrohm,2014,['Rock'],"['Prog Rock', 'Alternative Rock', 'Heavy Metal', 'Blues Rock']"
530352,4230912,['Alpha III'],[1443997],The Aleph,1989,"['Electronic', 'Rock']","['Space Rock', 'Prog Rock']"
1301241,8159061,['Paul McCartney'],[35301],Press Conferences Tokyo/Chicago 1990,1991,['Non-Music'],['Interview']
101945,675217,['Falco'],[26912],Push! Push!,1998,['Electronic'],"['House', 'Synth-pop']"
197398,437661,['Lime (2)'],[66373],Say You Love Me / Do Your Time On The Planet (Remixes),1985,['Electronic'],"['Synth-pop', 'Disco']"
2108356,12036747,['Around The World In 80 Days'],[4647945],Euphoria,2014,['Rock'],['Post Rock']
1457226,12829553,['Ансамбль народных инструментов п/у Хариса Нигметзянова'],[6824443],Сабан Туе Күренешләре=Наигрыш Сабантуя,1989,"['Folk, World, & Country']","['Easy Listening', 'Folk']"
3347035,29301943,['Various'],[194],Laughter - Unplugged,1996,['Non-Music'],['Comedy']
1720316,6804415,['The Allman Brothers Band'],[110253],"Post-Gazette Pavilion Pittsburgh, PA 7/26/03",2003,"['Rock', 'Blues']",['Southern Rock']
844063,232952,['Captain Shok'],[175038],Chocolate Biscuit,2004,['Electronic'],['Jumpstyle']
2545759,22461946,['Hexerei (2)'],[7448779],Ancient Evil Spirits,2022,['Rock'],['Black Metal']
793594,6480387,"['Errol Scorcher', 'Toyan']","[711305, 166289]",Natty Roots,1979,['Reggae'],"['Roots Reggae', 'Dub']"
1197009,11895672,['Agust D'],[5570733],Agust D,2016,['Hip Hop'],"['K-pop', 'Jazzy Hip-Hop', 'Trap', 'Pop Rap', 'Trip Hop', 'Turntablism', 'Conscious']"
201054,1945974,['Funeral'],[259924],Tristesse,1993,['Rock'],['Funeral Doom Metal']
1629517,3831095,['Stagger & Fall'],[2897598],Hero To The People,2011,['Rock'],"['Punk', 'Oi']"
470019,1218833,['David Jackson'],[405625],Fractal Bridge,1996,"['Jazz', 'Rock']","['Experimental', 'Avantgarde', 'Free Improvisation']"
508356,74694,"['Decoder', 'Pure Instinct']","[310, 47563]",Substance Spectrum,1998,['Electronic'],['Drum n Bass']
568101,4286001,['Vince Bell'],[701992],Phoenix,1994,['Rock'],['Country Rock']
552921,3257639,['Phil Lowman'],[346641],Rock Me Till I Want No More / Saving My Love For You,0,['Funk / Soul'],['Soul']
576925,1286384,['Various'],[194],The World Of BBC TV Themes,1989,"['Pop', 'Stage & Screen']",['Theme']
1829123,16119348,['Sad Penny'],[8223458],Sun Cured / Nightside,2020,['Rock'],[]
647030,5023616,['Various'],[194],Música Popular Do Sul 1,1975,['Latin'],"['MPB', 'Interview']"
152189,758921,['The Coral'],[138082],Something Inside Of Me,2005,['Rock'],['Indie Rock']
1442340,11678273,['Nostromo (13)'],[6350671],Greater Tension,2018,['Electronic'],"['EBM', 'Industrial', 'Techno', 'Electro']"
662564,175625,['G-Project (2)'],[133944],We're On The Move (G-Move Hymn),2002,['Electronic'],"['Trance', 'Hard Trance']"
1041114,3052626,['Francesc Pi De La Serra'],[1569587],Francesc Pi De La Serra,1967,"['Folk, World, & Country']","['Nueva Cancion', 'Catalan Music']"
1773451,6463167,['The Tolkien Ensemble'],[718990],An Evening In Rivendell,2000,['Classical'],[]
52110,422705,['The Black Crowes'],[262691],Amorica.,1994,['Rock'],"['Blues Rock', 'Southern Rock', 'Hard Rock', 'Rock & Roll']"
900280,3195788,['Knut Kiesewetter'],[106792],That's Me,1967,"['Rock', 'Pop']","['Rhythm & Blues', 'Mod']"
2958883,25926169,"[""Rico's Creole Band""]",[1384700],Les Trois Coups / A Una Rosa,1931,['Latin'],"['Rumba', 'Son']"
1557276,2379778,['Jonathan King'],[252785],Hit Millionaire,1979,['Pop'],[]
2646644,23346800,['Answer Code Request'],[2426897],Shattering,2022,['Electronic'],"['Techno', 'Breakbeat']"
1317338,2058312,['Dallas Holm & Praise'],[563980],I Saw The Lord,1981,['Pop'],['Gospel']
1375521,12102852,['Mode In Gliany'],[4851381],Lent Et DOulOureux,2015,['Electronic'],"['Minimal', 'Synthwave', 'New Wave']"
2150002,7452052,"['Jimmie Davis', 'The Anita Kerr Singers']","[570696, 341656]",I Don't Care What The World May Do / Somewhere There's A Friend,1954,"['Folk, World, & Country']","['Country', 'Gospel']"
2398216,9610809,"['Arno Graul', 'Karl-Heinz Garberding']","[3036076, 3166965]",Die Stimmen Unserer Heimischen Froschlurche,0,['Non-Music'],['Field Recording']
1202775,10504816,"['Abdullah Chik', 'Noraniza Idris']","[5008683, 586047]",Lagu-lagu Dari Filem & Kenangan Lama Vol.3,1988,"['Folk, World, & Country']",[]
255597,2237531,['Ayx'],[1730395],Fantasy Rock,1978,['Electronic'],"['Disco', 'Experimental']"
484884,3978090,['Mircea Tiberian'],[473619],Alone In Heaven,1998,['Jazz'],"['Contemporary Jazz', 'Fusion']"
124237,1148471,['Raul Paz'],[129287],Mulata,2003,"['Rock', 'Latin', 'Pop']","['Cubano', 'Pop Rock']"
2735711,318283,['Synthesis'],[74337],Time Is Right,1993,['Electronic'],"['Euro House', 'Italodance']"
652577,4823216,['Diane Tell'],[408635],Paradis D'Espace,1987,['Pop'],['Chanson']
1140877,9889535,['Critical Event'],[4810411],Winter Dream EP,2017,['Electronic'],['Drum n Bass']
358615,2831149,"['John Kaizan Neptune', ""Mu'ryō""]","[161498, 2199242]",Shogun,1981,"['Jazz', 'Folk, World, & Country']",[]
618166,5142102,['Toto'],[68693],Goin' Home,1998,['Rock'],"['Pop Rock', 'Classic Rock']"
363984,2902532,['Human Eye'],[1016379],They Came From The Sky,2011,['Rock'],"['Alternative Rock', 'Punk', 'Psychedelic Rock', 'Indie Rock']"
1790292,14958321,['Various'],[194],Avex Reggae System Vol.1,1994,['Reggae'],"['Reggae-Pop', 'Downtempo']"
1244493,10927975,['Thåström'],[253006],Centralmassivet,2017,['Rock'],[]
1694594,1664421,['Butterfingers (5)'],[1375578],Selamat Tinggal Dunia / Peristiwa Batu Keras,2006,['Rock'],"['Alternative Rock', 'Grunge']"
2127649,18735331,['Pure Wisdom'],[7971814],Purpose Of Dreams,2021,['Electronic'],['Trance']
3006083,8369229,['Peter Ranks'],[161066],Suki Yaki,0,['Reggae'],[]
547204,4020127,['Lorena Álvarez Y Su Banda Municipal'],[2911457],Anónimo,2012,"['Latin', 'Pop', 'Folk, World, & Country']","['Folk', 'Vocal']"
2695811,23754764,['Trixsi'],[7524625],... And You Will Know Us By The Grateful Dead,2022,['Rock'],['Indie Rock']
1214877,10621003,['Mantovani And His Orchestra'],[367959],The Count Of Luxembourg Waltz,1960,['Pop'],['Music Hall']
374592,1108517,['Oblivians'],[259970],Blow Their Cool,1994,['Rock'],"['Blues Rock', 'Garage Rock', 'Punk']"
1001207,7946274,['Seinabo Sey'],[2640296],Hard Time (The Remixes),2014,"['Electronic', 'Pop']","['Deep House', 'Electro', 'Drum n Bass']"
1276732,11220857,['Vånna Inget'],[2529262],Vi Tar Alla Minnen Härifrån,2017,['Rock'],"['Punk', 'Indie Rock']"
1028429,3784592,['Pađen Band'],[2601252],Izbrisani Grafiti,1997,"['Rock', 'Pop']",[]
373921,3146936,['Marybell Katastrophy'],[1887732],The More,2008,"['Rock', 'Pop']","['Alternative Rock', 'Pop Rock', 'Avantgarde']"
1521297,11132902,['Yameen'],[1138057],Diamond Is Unfadable,2017,"['Electronic', 'Hip Hop']","['Hip Hop', 'House']"
480267,3042456,['Danko Jones'],[291521],B-Sides,2009,['Rock'],"['Garage Rock', 'Hard Rock']"
1633520,14363042,['Cup (3)'],[7462901],Spinning Creature,2019,"['Electronic', 'Rock']",['Experimental']
2029723,17563735,['Liv (11)'],[3712733],Come A Little Closer,2014,['Funk / Soul'],"['Soul', 'Contemporary R&B']"
1078186,9178429,['Carlos Barbosa-Lima'],[1480099],Plays The Music Of Antonio Carlos Jobim & George Gershwin,1982,"['Jazz', 'Classical']","['Bossa Nova', 'Classical']"
94875,6566,['Ten City'],[5310],All Loved Out,1996,['Electronic'],['Deep House']
1406822,5203672,['Recuerdo (2)'],[3598958],Kom En Dans Met Mij / Souvenir D'amour,0,"['Latin', 'Pop']",[]
1568990,13803636,['Atisha (3)'],[6515521],Strings Of Kashi,2019,['Electronic'],['Psy-Trance']
596325,4897985,['Evil Skins'],[1068096],A L'époque C'était Différent,2013,['Rock'],['Oi']
86385,61985,['Leo Anibaldi'],[22377],Cannibald (The Virtual Language),1992,['Electronic'],"['Abstract', 'Techno', 'Acid']"
724669,6010207,['Кузьма И Виртуозы'],[2749796],Sancta Simplicitas,2014,"['Jazz', 'Rock', 'Blues']",['Punk']
1448046,9447646,['Erik Andresen Quartet'],[691502],GIP,1971,['Jazz'],[]
1782760,7000525,['Roger Williams (2)'],[520841],"Songs Of The Fabulous Fifties, The  4",1957,"['Jazz', 'Pop']",[]
335328,935322,['Two Nations'],[369977],All I Need Is A Woman,1988,['Electronic'],"['Synth-pop', 'Disco']"
679022,1657543,"['I-f', 'Fred Ventura', 'Fred Ventura']","[1460, 19799, 19799]",I Cut My Heart Out / I'm Not Ready,2009,['Electronic'],"['Italo-Disco', 'Disco', 'Synth-pop', 'House']"
824263,1123380,"['Georg Friedrich Händel', 'Christian Schmitt (2)', 'Stuttgarter Kammerorchester', 'Nicol Matt']","[375279, 949175, 641164, 882809]",Organ Concertos (Complete),2005,['Classical'],['Baroque']
445913,3554869,['Smokie'],[180927],Boulevard Of Broken Dreams,1989,"['Rock', 'Pop']",[]
1359111,4337239,"['The San Sebastian Strings', 'Rod McKuen', 'Anita Kerr']","[990048, 283844, 391275]",Bouquet - The Best Of The San Sebastian Strings,1974,"['Non-Music', 'Pop']","['Poetry', 'Spoken Word']"
1239382,7441106,['Monsta Gunjah'],[639583],Hood Epidemick Vol.1,2007,['Hip Hop'],[]
877720,6913075,['Citizen Dick'],[4363065],Touch Me I'm Dick,2015,['Rock'],['Grunge']
712703,1326679,['Andrew Cash'],[451721],Boomtown,1989,['Pop'],[]
75161,93743,"['S.P.Q.R.', 'Mental Pabvlvm']","[180882, 233163]",Mantras / Secular / Sugar Strands,1998,['Electronic'],['Hard Trance']
1083566,16942455,['Κώστας Παπαδάκης'],[4214696],Το Αφιέρωμα Του Ναύτη,1979,"['Folk, World, & Country']",['Cretan']
1909362,16807044,['Diseño'],[647928],Pajaros En Mi Cabeza,1983,['Electronic'],"['Techno', 'Synth-pop']"
1407356,982550,['Rudy (15)'],[820929],Heaven Must Be Missin' An Angel,1992,['Electronic'],"['Eurobeat', 'Hi NRG']"
983692,8351103,['The Slackers'],[168030],I Can't Hide / Christine Keeler,2016,['Reggae'],['Ska']
2753057,15720892,['Joan Baez'],[261867],In Concert,1988,"['Folk, World, & Country']",[]
2378680,20969875,['Harriet Kay'],[3942854],Jazzbo - Mambo / You're The One - Mambo,0,"['Jazz', 'Pop']",['Vocal']
